Release Date,Movie Title,Profit Amount
12/15/2000,Dude Where's My Car?,33729374
8/12/1988,Young Guns,31726644
10/10/2014,St. Vincent,31137712
7/2/2014,Earth to Echo,25934842
3/31/1999,Ten Things I Hate About You,25177966
5/10/2002,The New Guy,15972187
3/12/1999,Baby Geniuses,14151490
4/24/1998,The Big Hit,14052167
7/10/1996,Harriet the Spy,13539321
2/5/1993,Loaded Weapon 1,12726318
3/1/2013,21 and Over,12682380
11/21/2007,The Mist,12593755
11/9/1990,Child's Play 2,12459435
4/10/2015,Ex Machina,12440971
10/29/1999,Being John Malkovich,9858926
9/7/2001,Two Can Play That Game,9235901
3/22/2013,Admission,5007317
9/21/2012,The Perks of Being a Wallflower,4742948
6/29/2001,crazy/beautiful,3929123
8/28/1998,54,3574731
12/20/2006,Letters from Iwo Jima,756082
3/19/2010,Män som hatar kvinnor,-250008
2/23/2007,The Astronaut Farmer,-1996357
6/12/1998,Dirty Work,-3024316
5/8/1998,Woo,-4973029
4/13/1994,Serial Mom,-5118665
8/4/1999,Dick,-6758303
11/10/1999,Light It Up,-7128397
8/24/2001,Bubble Boy,-7997690
2/1/2002,Birthday Girl,-8080104
5/4/2007,Paris je t'aime,-8142626
8/24/2007,Resurrecting the Champ,-9827618
3/26/2010,Chloe,-9924745
3/2/2001,The Widow of St. Pierre,-9941620
4/5/1996,Faithful,-10898420
2/26/2010,Un Prophète,-10912280
12/3/2010,I Love You Phillip Morris,-10962541
7/24/2015,The Vatican Tapes,-11215237
3/17/2006,Find Me Guilty,-11826327
5/14/1993,Excessive Force,-11847883
10/13/2006,Infamous,-11848670
7/29/2011,Attack the Block,-11975825
8/14/2015,Brothers,-12343312
12/29/2000,The Claim,-12377977
6/18/2010,The Killer Inside Me,-12782723
3/30/2012,Womb,-13000000
3/15/2013,The Call,39072378
12/31/2016,Operation Chromite,-12700000
7/12/2002,Crocodile Hunter: Collision Course,15936931
9/3/2010,Machete,14093646
12/19/2002,Antwone Fisher,8578145
2/12/1982,La Guerre du feu,8459585
11/22/2002,The Emperor's Club,1560950
9/10/1993,True Romance,-219000
9/11/2009,Sorority Row,-534718
9/30/1992,Glengarry Glen Ross,-1774772
11/7/2008,The Boy in the Striped Pajamas,-3453844
4/2/1982,Cat People,-5500000
5/25/1979,The Prisoner of Zenda,-5500000
10/15/2010,Conviction,-5716871
10/12/2007,Lars and the Real Girl,-6543520
5/21/2010,Solitary Man,-8139452
9/22/2000,Dancer in the Dark,-8342509
12/17/2010,Casino Jack,-10460131
12/31/1997,Oscar and Lucinda,-10991311
9/3/2004,Tae Guik Gi: The Brotherhood of War,-11389814
11/1/1996,The Funeral,-11393767
4/16/2010,The Perfect Game,-11410555
2/28/2014,Ernest et Celestine,-12207438
11/18/1988,The Land Before Time,35792846
6/20/1975,Jaws,248000000
12/26/1973,The Exorcist,192868002
6/6/2014,The Fault in Our Stars,112872350
7/9/1999,American Pie,89800948
4/20/2012,Think Like a Man,79547205
4/16/2014,Heaven is for Real,79386097
6/4/1982,Star Trek II: The Wrath of Khan,66633541
12/12/1986,The Golden Child,65559863
9/13/2002,Barbershop,63781642
6/3/1983,War Games,62433837
2/4/1994,Ace Ventura: Pet Detective,59602138
2/24/2012,Act of Valor,58012847
2/8/1985,Witness,53532576
8/11/2006,Step Up,53328121
2/3/2012,Chronicle,52575175
12/20/1996,Beavis and Butt-head Do America,51071133
1/1/1970,Patton,50500000
3/2/2012,Project X,42731865
12/25/1997,Jackie Brown,27647595
11/18/1983,Yentl,27012241
4/25/2008,Harold & Kumar Escape from Guantanamo Bay,26108728
11/22/2013,Philomena,25709979
11/6/1981,Time Bandits,25400000
2/15/2002,Crossroads,25188667
10/10/2008,Quarantine,19691811
8/21/2002,One Hour Photo,19597131
2/1/2008,The Eye,19418697
4/7/2004,Johnson Family Vacation,19203964
12/21/2001,How High,19155435
10/7/1960,Spartacus,18000000
9/1/2006,Crank,15838408
12/11/1992,The Muppet Christmas Carol,15281507
10/25/2002,Frida,13885000
7/5/2012,Katy Perry: Part of Me,13326071
12/12/2014,Top Five,13317379
9/11/1998,Rounders,10905674
4/28/1967,Casino Royale,10744718
6/15/1979,Prophecy,10673340
1/30/2015,Project Almanac,10348241
5/14/2010,Just Wright,9524012
9/10/1999,A Stir of Echoes,9133087
1/13/1995,Tales from the Crypt: Demon Knight,8943520
1/1/1978,The Boys from Brazil,7000000
3/11/2005,The Upside of Anger,6761993
3/3/2006,Aquamarine,6595716
11/15/2013,Nebraska,5654912
1/9/2004,My Baby's Daddy,5321573
10/5/2001,Max Keeble's Big Move,5292381
12/9/2011,Young Adult,4311571
11/1/2013,About Time,3323921
8/6/1997,Def Jam's How To Be a Player,2008431
10/30/1998,Living Out Loud,902790
10/3/2008,Rachel Getting Married,796861
3/20/1981,The Postman Always Rings Twice,200000
12/12/2003,Girl with a Pearl Earring,-365638
2/10/1982,Das Boot,-566866
12/3/2004,House of Flying Daggers,-949906
3/22/2002,Sorority Boys,-1801234
12/5/2008,Cadillac Records,-3862000
9/14/2012,Arbitrage,-4080426
10/24/1960,The Alamo,-4100000
5/12/2000,Screwed,-5017320
10/20/2006,Running With Scissors,-5140000
9/3/1993,Fortress,-5269422
6/1/2012,For Greater Glory,-6330919
11/17/2006,For Your Consideration,-6450077
11/20/1998,Celebrity,-6967504
6/20/2003,From Justin to Kelly,-7077834
6/6/1986,Invaders from Mars,-7115337
3/22/1996,Girl 6,-7145000
10/22/2003,In the Cut,-7282545
2/22/2008,Charlie Bartlett,-8049706
2/13/2009,Two Lovers,-8850966
2/15/2002,Last Orders,-9673593
3/9/2007,Gwoemul,-9798077
11/13/1981,The Pursuit of D.B. Cooper,-9895836
3/19/1999,Ravenous,-9937594
6/14/2002,The Dangerous Lives of Altar Boys,-10220716
3/7/2008,Married Life,-10493002
8/5/2005,2046,-10557663
9/30/2005,Duma,-11139998
4/20/2012,Darling Companion,-11206648
6/4/2010,Ondine,-11449528
7/20/2001,Brother,-11549406
10/4/2002,Welcome to Collinwood,-11621350
4/18/2008,Life Before Her Eyes,-11696561
10/31/1997,Critical Care,-11781842
9/28/2007,Trade,-11785798
1/6/2006,Fateless,-11803143
9/3/2010,San qiang pai an jing qi,-11809054
9/17/1999,Breakfast of Champions,-11821713
3/9/2001,Company Man,-11853972
11/7/2009,Nanjing! Nanjing!,-11877442
8/19/2011,5 Days of War,-11982521
10/9/2015,Trash,-11989770
12/31/2011,Tu Xia Chuan Qi,-12000000
9/15/2009,Triangle,-12000000
10/19/2013,Supesu Batorushippu Yamato,-12000000
10/3/2014,Drive Hard,-12000000
9/25/2015,10 Days in a Madhouse,-12000000
12/31/2015,Dancin' It's On,-12000000
12/10/1999,Diamonds,-11818103
3/20/1998,Madadayo,-11851144
4/21/1989,Pet Sematary,41295778
11/27/2009,The Cry of the Owl,-11500000
10/9/2009,St. Trinian's,-11385000
5/25/1977,Star Wars Ep. IV: A New Hope,449935665
6/8/1984,Gremlins,137117285
12/22/1965,Doctor Zhivago,100721000
12/10/2010,The Fighter,82617009
10/24/2008,High School Musical 3: Senior Year,79559416
9/22/2006,Jackass: Number Two,61778712
3/13/1992,My Cousin Vinny,41929168
8/22/2014,If I Stay,39474843
4/7/1989,Major League,38793054
4/4/2003,Phone Booth,35566212
1/25/2002,A Walk to Remember,30227069
12/29/1995,Dead Man Walking,28379757
3/5/1999,Cruel Intentions,27201895
10/17/2008,The Secret Life of Bees,26770162
4/1/2015,Woman in Gold,22307793
6/12/1981,History of the World: Part I,20672000
10/23/2009,Saw VI,16693292
10/12/2001,Corky Romano,12978402
8/7/1992,Raising Cain,10171695
4/13/1978,F.I.S.T,9388920
1/1/1975,Barry Lyndon,9000000
1/11/2013,Quartet,7388357
11/21/2001,Out Cold,2906394
10/13/2000,The Ladies Man,2592872
3/30/2001,Tomcats,2558739
12/6/2013,Inside Llewyn Davis,2248209
4/12/2002,Frailty,2110448
2/19/1993,Army of Darkness,502976
11/12/2004,Kinsey,-785353
12/25/1993,What's Eating Gilbert Grape,-1829786
2/1/2002,Slackers,-6185756
9/26/2003,The Gospel of John,-6931913
10/10/2004,Vera Drake,-7246194
1/31/2003,The Guru,-7948779
12/14/1995,Othello,-8155621
5/12/1995,The Perez Family,-8330641
1/1/1970,The Molly Maguires,-8800000
1/1/1991,Return to the Blue Lagoon,-9000000
9/7/2007,Romance and Cigarettes,-10448998
11/10/2006,Copying Beethoven,-10644032
8/26/2011,Brighton Rock,-10775369
5/4/2012,LOL,-11000000
10/24/2008,Saw V,45946769
4/27/2007,Jindabyne,-10400121
8/11/2006,Kabhi Alvida Naa Kehna,-7474557
6/4/1982,Poltergeist,64006019
6/18/1999,An Ideal Husband,7842974
12/25/2004,Darkness,11563442
12/6/2013,The Last Days on Mars,-10575916
6/11/1982,ET: The Extra-Terrestrial,424449459
4/2/1968,2001: A Space Odyssey,46200000
4/20/2007,In the Land of Women,552958
12/31/1994,There Goes My Baby,-10374831
2/20/2004,The Blue Butterfly,-8789806
11/2/2001,Le Fabuleux destin d'Amélie Poulain,22851661
2/18/1983,Lovesick,43618
4/30/2010,Housefull,-8916342
8/24/2007,September Dawn,-9033445
12/5/1997,Good Will Hunting,128339411
10/22/2004,The Grudge,100175871
6/26/1981,Stripes,73339362
10/27/2006,Saw III,70238724
8/25/2000,Bring it On,58353550
1/29/1999,She's All That,53319509
10/26/2007,Saw IV,53300095
2/24/2006,Madea's Family Reunion,53257940
1/7/2005,White Noise,45865715
6/5/2015,Insidious Chapter 3,42218558
10/17/1986,The Color of Money,40159778
10/2/1992,The Mighty Ducks,39764659
11/6/2009,Precious (Based on the Novel Push by Sapphire),37566524
5/4/2012,The Best Exotic Marigold Hotel,36383639
10/4/1962,The Longest Day,29100000
2/16/1996,Happy Gilmore,28602000
8/31/2001,Jeepers Creepers,27904175
2/17/1989,Bill & Ted's Excellent Adventure,27788317
12/11/1968,Oliver!,27402877
2/16/2001,Recess: School's Out,26696761
7/10/1985,Mad Max Beyond Thunderdome,26230219
11/3/1977,Pete's Dragon,26000000
10/4/1985,Commando,24896317
9/17/2010,Devil,23601190
11/22/2002,Friday After Next,23253609
3/22/1985,The Last Dragon,23000000
3/6/1992,The Lawnmower Man,22100816
10/3/2008,Nick and Norah's Infinite Playlist,21487293
11/12/1999,Dogma,20651422
9/20/2002,The Banger Sisters,20306281
12/8/2000,Snatch,20093107
5/19/1989,Road House,20050028
6/24/1983,Twilight Zone: The Movie,19450919
11/23/1994,A Low Down Dirty Shame,19097256
8/30/2013,One Direction: This is Us,18873374
9/6/2002,Swimfan,18564995
10/6/2006,Employee of the Month,18444855
8/21/2015,Sinister 2,17642169
11/6/2009,The Fourth Kind,16218170
3/25/1983,The Outsiders,15584680
6/12/1998,Can't Hardly Wait,15339117
8/17/2012,Sparkle,14397469
4/26/2013,Mud,11590086
11/12/2010,Skyline,11393620
2/2/2001,Valentine,10384136
6/9/2006,A Prairie Home Companion,10342852
2/23/2007,Reno 911!: Miami,10342161
7/24/1998,Jane Austen's Mafia,9843795
10/21/1983,The Dead Zone,9287938
2/25/1994,Sugar Hill,8219465
6/20/2008,Kit Kittredge: An American Girl,7657973
9/27/1985,Invasion U.S.A.,7536256
9/23/2005,Roll Bounce,7380866
12/11/1998,Rushmore,7096053
1/19/1990,Tremors,6667084
6/17/2005,The Perfect Man,6247775
8/3/1990,Mo' Better Blues,6153000
1/25/2002,Kung Pow: Enter the Fist,6033556
5/30/2003,Wrong Turn,5417771
5/16/1980,The Long Riders,5198912
3/12/1999,The Corruptor,5164492
8/14/2009,The Goods: Live Hard Sell Hard,5122676
11/23/2011,My Week with Marilyn,4597405
12/25/2014,Big Eyes,4482031
6/28/2002,Hey Arnold! The Movie,3684949
12/30/2005,The Matador,2589255
3/14/1997,Love Jones,2514138
12/19/2000,The Gift,2008642
1/20/2006,End of the Spear,1748661
3/9/2001,Get Over It,1560259
2/19/1999,Office Space,824921
7/23/1999,Drop Dead Gorgeous,571408
6/11/1999,Le Violon rouge,19109
11/25/1998,Very Bad Things,-198218
7/9/2004,Sleepover,-591817
1/25/2013,Movie 43,-1159547
10/26/1984,Body Double,-1198060
5/21/2010,MacGruber,-1474400
7/18/2003,Dirty Pretty Things,-1887586
3/14/2014,Bad Words,-2220386
3/27/2015,While We're Young,-2417935
2/1/2008,Over Her Dead Body,-2436330
10/24/2001,Bones,-2683342
6/22/2012,Seeking a Friend for the End of the World,-2921262
12/1/2006,Turistas,-2972238
2/11/2011,Cedar Rapids,-3138898
11/30/2012,The Collection,-3189246
10/30/1998,American History X,-3287759
1/16/2004,Teacher's Pet: The Movie,-3508650
10/15/1999,The Straight Story,-3802134
5/3/2002,Deuces Wild,-3955382
3/22/2008,Run Fatboy Run,-3996738
12/18/1981,Heartbeeps,-4000000
3/20/2015,Danny Collins,-4362934
7/4/2007,Rescue Dawn,-4515625
4/5/2000,Black and White,-4758685
6/18/2010,I am Love,-4994535
10/26/2001,On the Line,-5634545
3/16/2012,Jeff Who Lives at Home,-5730574
10/12/2012,Atlas Shrugged: Part II,-6663947
2/4/1994,Romeo Is Bleeding,-6724415
10/8/1999,The Limey,-6806898
10/4/1996,Crash,-6831340
11/14/2014,Rosewater,-6871059
12/22/2000,The House of Mirth,-6958197
9/9/2011,Bucky Larson: Born to Be a Star,-7470605
10/6/2000,Bamboozled,-7814734
2/11/1981,Sphinx,-8000000
5/3/2013,The Iceman,-8069718
6/24/2011,A Better Life,-8240748
2/28/2003,Spider,-8358212
2/4/2000,Gun Shy,-8361798
12/27/2002,Nicholas Nickleby,-8437200
4/16/2010,The Joneses,-8524254
6/23/2006,Krrish,-8569279
7/27/2012,Killer Joe,-8708355
8/11/2000,Cecil B. Demented,-8723016
5/2/2003,Owning Mahowny,-8988946
10/19/2007,The Ten Commandments,-9047180
9/7/2007,The Brothers Solomon,-9099074
4/4/2008,My Blueberry Nights,-9133222
8/6/1999,Illuminata,-9163359
12/2/2011,Coriolanus,-9250359
10/11/2002,Swept Away,-9401355
5/23/2008,War Inc.,-9421473
4/2/2004,Shaolin Soccer,-9511128
8/27/2004,The Brown Bunny,-9633699
12/25/1998,The Swindle,-9754641
8/14/1998,La femme de chambre du Titanic,-9755535
12/17/2004,Imaginary Heroes,-9771476
10/26/2001,High Heels and Low Lifes,-9773208
8/21/2009,World's Greatest Dad,-9778195
5/3/2013,Cinco de Mayo La Batalla,-9826528
10/29/2010,Welcome to the Rileys,-9847143
10/9/2009,Free Style,-9858892
5/18/2007,Severance,-9862779
7/14/2006,Edmond,-9868281
4/23/2010,Joheunnom nabbeunnom isanghannom,-9871514
8/26/1994,Police Academy 7: Mission to Moscow,-9873753
2/19/2010,Blood Done Sign My Name,-9890617
2/19/2010,The Good Guy,-9899312
10/23/2009,Motherhood,-9906612
10/15/2004,Eulogy,-9929473
11/7/2014,Elsa & Fred,-9932343
2/27/1998,An Alan Smithee Film: Burn Hollywood Burn,-9954221
8/28/2009,The Open Road,-9980284
7/10/2015,Strangerland,-9982528
3/13/2015,Hross i oss,-9988106
10/16/2009,Janky Promoters,-9990931
12/21/2007,Blonde Ambition,-9993578
8/6/2010,The Oxford Murders,-9995197
12/26/2014,Barbecue,-9999612
12/31/2010,The Reef,-10000000
1/8/2008,White Noise 2: The Light,-10000000
10/8/2010,It's a Wonderful Afterlife,-10000000
6/21/2011,You Got Served: Beat The World,-10000000
8/21/2009,Fifty Dead Men Walking,-10000000
3/10/2015,Jungle Shuffle,-10000000
9/22/2009,Adam Resurrected,-10000000
5/26/2009,The Devil's Tomb,-10000000
12/31/2009,Good Intentions,-10000000
2/2/2007,Partition,-10000000
4/13/2012,Detention,-10000000
2/7/2014,Nurse 3D,-10000000
5/19/2015,Into the Grizzly Maze,-10000000
9/26/2014,Plastic,-10000000
7/21/2015,American Heist,-10000000
12/31/2010,Gunless,-9441946
4/3/2009,Adventureland,6244025
12/19/2012,Amour,-2961046
4/28/2006,The Lost City,-7115814
1/12/2000,Next Friday,47676582
6/13/1967,You Only Live Twice,33600000
6/10/1988,Poltergeist III,4614000
3/19/2010,The Runaways,-5926327
10/30/2009,Gentlemen Broncos,-9386318
12/31/2013,Re-Kill,-9500000
11/7/1963,It's a Mad Mad Mad Mad World,36900000
11/3/2006,Volver,3499867
11/11/2011,Melancholia,-6369152
8/7/1981,Heavy Metal,10271091
11/13/2012,Jab Tak Hai Jaan,-6152461
12/29/1995,Richard III,-6515096
5/21/2010,Kites,-7514731
12/31/2011,Red Dog,-9100000
12/31/2010,Mine Vaganti,-9100000
5/25/1979,Alien,71930630
1/1/1971,Fiddler on the Roof,71500000
10/17/2003,The Texas Chainsaw Massacre,71390022
7/18/2014,The Purge: Anarchy,62562550
12/29/1965,Thunderball,54600000
5/30/2008,The Strangers,43597610
11/6/1996,Set It Off,27049108
10/22/1999,The Best Man,25102780
11/9/1988,Child's Play,22605639
6/22/2007,Sicko,15538513
12/3/2014,Black or White,12571189
1/21/2000,Down to You,11035310
7/30/2004,Harold & Kumar Go to White Castle,9225165
10/13/2000,The Contender,8804273
2/18/2000,Boiler Room,7963963
12/25/2006,Black Christmas,7235738
3/16/1984,The Ice Pirates,4075390
5/14/2004,Breakin' All the Rules,3232382
8/10/2011,Glee: The 3D Concert Movie,2862398
11/8/1989,Henry V,1161099
11/28/2007,The Savages,-2389674
4/16/2003,Chasing Papi,-2873763
9/8/2000,The Way of the Gun,-2952144
8/22/2008,Hamlet 2,-4113784
9/13/2002,Igby Goes Down,-4222535
4/29/1994,PCU,-4666431
3/9/2007,The Ultimate Gift,-5561265
9/29/2000,Beautiful,-5865491
6/1/2007,Gracie,-6043661
8/18/2006,Trust the Man,-7469465
8/26/2005,Undiscovered,-7930682
11/6/1998,Velvet Goldmine,-7956513
5/14/2010,Princess Kaiulani,-8116113
6/20/2003,The Legend of Suriyothai,-8545745
10/25/1991,Due occhi diabolici,-8650382
1/22/2010,La fille du RER,-8791837
10/25/2002,All or Nothing,-8815745
2/5/2010,The Red Riding Trilogy: 1974,-8851174
7/31/2009,Flammen og Citronen,-8851911
4/2/2010,Leaves of Grass,-8929934
11/22/2006,Opal Dreams,-8985557
5/8/2015,Skin Trade,-8998758
6/17/2014,Beneath Hill 60,-9000000
10/10/1968,Barbarella,-9000000
1/20/2015,Veronika Decides to Die,-9000000
2/1/2013,A Haunting in Connecticut 2: The Ghosts of Georgia,-9000000
5/18/2012,Polisse,-8723012
2/26/2011,Ultramarines,-8900000
9/26/1986,Crocodile Dundee,159334511
12/31/2004,The I Inside,-8800000
11/30/2007,Awake,5773825
12/16/2009,Crazy Heart,30964306
8/15/2008,Star Wars: The Clone Wars,26661554
2/20/2015,The DUFF,25530343
10/31/2014,Nightcrawler,23881218
7/31/1987,The Lost Boys,21831685
11/7/1979,The Rose,20700000
9/27/2013,Baggage Claim,13069509
3/1/1991,Haakon Haakonsen,6524232
4/23/1999,Election,6379556
3/9/2007,The Namesake,5069248
10/18/2013,All is Lost,-2236330
2/27/2004,Club Dread,-3498345
9/17/2009,Bright Star,-4055363
9/21/2001,Glitter,-4226628
4/23/2004,Silmido,-8201653
2/12/2010,My Name is Khan,-4451229
3/23/2007,Namastey London,-7192993
6/4/1999,Limbo,-6302193
3/16/2007,The Wind That Shakes the Barley,-6470858
4/16/2010,The City of Your Final Destination,-7806704
11/24/2006,Kurtlar vadisi - Irak,-8300000
2/23/1951,Quo Vadis?,21750000
4/1/1965,The Sound of Music,155014286
2/17/1984,Footloose,67646770
10/14/1994,Pulp Fiction,99886108
6/22/1984,The Karate Kid,82815558
6/22/1979,The Muppet Movie,68657000
3/9/1984,Splash,54599495
7/26/2006,Little Miss Sunshine,51891098
9/17/2010,Easy A,50401464
8/8/1986,Stand by Me,44287414
6/27/2003,28 Days Later...,37064915
1/30/2004,You Got Served,32066497
9/30/2011,50/50,27014192
4/3/1996,A Thin Line Between Love & Hate,26873513
10/11/2002,Brown Sugar,19362712
1/31/2014,That Awkward Moment,18068955
3/21/2008,Shutter,17928550
3/13/1992,Howards End,17919211
12/25/1981,Modern Problems,14886688
12/18/1969,On Her Majesty's Secret Service,14800000
5/7/1993,Much Ado About Nothing,14549338
4/10/1992,The Player,13706101
11/10/1982,Creepshow,12036244
4/28/2006,Akeelah and the Bee,10848430
10/14/1994,Wes Craven's New Nightmare,9976855
10/1/1999,Drive Me Crazy,9843379
9/18/2013,Enough Said,9550872
1/16/1998,Half Baked,9278980
1/30/2009,New in Town,8734283
6/27/2014,Begin Again,8170632
4/14/2000,American Psycho,7047419
5/19/2006,See No Evil,7032800
8/7/2002,The Good Girl,6018296
8/4/2006,Bon Cop Bad Cop,4628571
10/30/2009,The Boondock Saints 2: All Saints Day,2273187
4/29/2011,Prom,2130219
4/22/1994,The Inkwell,864699
12/29/2000,Shadow of the Vampire,279017
10/8/2010,It's Kind of a Funny Story,-1636372
5/3/1996,The Pallbearer,-2387414
9/22/2000,Woman on Top,-2981550
5/12/2000,Held Up,-3285910
12/23/2005,Caché,-4352619
12/29/2010,Another Year,-4794294
9/20/2002,8 femmes,-4923575
1/1/1991,Showdown in Little Tokyo,-5724443
9/25/1998,Clay Pigeons,-6210108
11/19/2010,Made in Dagenham,-6904631
6/6/2008,And When Did You Last See Your Father?,-6928760
3/5/2010,The Secret of Kells,-7309710
1/24/1997,Prefontaine,-7409183
10/28/1983,The Wicked Lady,-7410692
5/5/2006,Down in the Valley,-7431068
5/11/2007,Brooklyn Rules,-7541768
10/24/2003,The Singing Detective,-7663544
6/15/2007,Fido,-7701890
9/16/2011,Restless,-7836859
6/12/1998,The Land Girls,-7853917
5/18/2007,The Wendell Baker Story,-7872812
10/29/2010,Wild Target,-7890662
4/18/2008,Pathology,-7890955
8/18/2006,10th & Wolf,-7945298
5/22/2015,Aloft,-7946914
9/23/2005,Dear Wendy,-7976894
4/27/2001,Akira,-7980415
9/20/2013,Feichang Xingyun,-8000000
9/4/2007,The Death and Life of Bobby Z,-8000000
11/30/2007,Maurice Richard,-8000000
8/12/2014,Swelter,-8000000
2/24/2015,Green Street Hooligans: Underground,-8000000
12/30/2015,Anomalisa,-8000000
12/31/2009,Chirstmas in Beverly Hills,-8000000
12/31/2015,Henry Joseph Church,-8000000
12/31/2015,Code of Honor,-8000000
1/27/2006,Imagine Me & You,-7227757
7/4/2003,Swimming Pool,2305505
2/23/1990,The Blood of Heroes,-6817710
4/14/2015,Loin des hommes,-7694664
12/13/1989,Driving Miss Daisy,95147257
9/26/1997,Soul Food,35990057
7/17/2009,(500) Days of Summer,24891374
2/23/1996,Rumble in the Bronx,24781907
3/17/2006,Thank You For Smoking,17293509
6/8/2007,Hostel: Part II,10044812
10/9/2009,An Education,5074914
9/4/2009,Extract,3323158
12/20/2002,Narc,2965659
10/21/2005,Shopgirl,2784523
3/9/1984,The Hotel New Hampshire,-2431882
3/8/2002,Men with Brooms,-3260233
2/22/2008,Witless Protection,-3348164
11/24/2004,The Work and the Glory,-4152561
12/21/2011,Albert Nobbs,-4485304
7/24/2003,Masked and Anonymous,-6966656
9/13/2002,Betty Fisher et autres histoires,-7293600
8/6/2004,Code 46,-7302852
12/31/2001,The Hole,-7500000
1/9/2015,Black November,-7500000
2/24/2015,Outside Bet,-7500000
5/15/2015,Pound of Flesh,-7500000
12/31/2016,The Neon Demon,-7500000
4/27/2007,Ta Ra Rum Pum,-6527357
5/6/2005,Crash,48031336
12/25/2007,Persepolis,-2856597
4/30/2010,Harry Brown,-5481319
5/27/2011,Die Welle,-7250000
12/17/1971,Diamonds Are Forever,36600000
10/15/1999,The Omega Code,5410552
9/16/2011,3,-7140226
12/5/2007,Juno,136495265
3/15/1972,The Godfather,127821952
6/29/2012,Magic Mike,106721571
4/15/1983,Flashdance,83463574
11/12/1993,The Piano,31513715
5/6/2011,Jumping the Broom,30295394
6/27/1973,Live and Let Die,28400000
1/12/2000,My Dog Skip,27099640
1/24/2003,Darkness Falls,25539681
2/14/2008,Definitely Maybe,24973840
10/7/2005,Good Night and Good Luck,24501218
9/30/2005,Capote,21750530
3/29/1974,The Great Gatsby,19533200
8/4/2006,The Descent,19024456
8/25/1995,Desperado,18405445
1/1/1976,Logan's Run,18000000
3/8/1996,Fargo,17547547
4/11/2001,Kingdom Come,16247539
12/20/1974,The Man with the Golden Gun,14000000
2/12/1988,Action Jackson,13257000
5/5/2000,Michael Jordan to the MAX,11642318
6/19/2015,Dope,10506470
7/22/2005,The Devil's Rejects,10044981
1/17/2014,Devil's Due,8821461
3/22/1996,Flirting with Disaster,7702438
11/14/2014,Beyond the Lights,7618727
8/25/1999,In Too Deep,7003141
7/31/1992,Buffy the Vampire Slayer,6662164
4/11/2003,House of 1000 Corpses,5583510
10/11/1985,Silver Bullet,3803211
10/10/2003,The House of the Dead,3199354
10/2/2009,A Serious Man,2228788
7/30/2010,Get Low,2176933
12/11/2009,A Single Man,2176000
1/10/1991,Warlock,1824553
8/12/1988,The Last Temptation of Christ,1373585
6/18/2010,Cyrus,461082
9/1/1999,Outside Providence,309628
2/11/2005,Bride & Prejudice,-398921
11/29/2002,Rabbit-Proof Fence,-800400
7/27/2007,Who's Your Caddy?,-1305692
5/1/1992,Split Second,-1569178
3/8/1991,Nikita,-1982029
12/14/2001,The Other Side of Heaven,-2279629
9/28/1990,Dark Angel,-2627439
11/12/2004,Veer-Zaara,-4061468
5/2/2008,Redbelt,-4655153
8/27/1999,A Dog of Flanders,-4834363
10/18/2002,Auto Focus,-4937934
10/21/2011,The Mighty Macs,-5108064
12/22/2010,Somewhere,-5214355
12/9/2011,We Need to Talk About Kevin,-5261308
12/29/2006,Factory Girl,-5338536
9/25/2009,I Hope They Serve Beer in Hell,-5570701
4/8/1983,Losin' It,-5753859
5/7/2010,Mother and Child,-5889491
8/5/1977,March or Die,-6000000
7/12/1996,Les Visiteurs,-6341000
7/30/2010,The Extra Man,-6546623
5/13/2011,Hesher,-6617054
3/13/1998,Chairman of the Board,-6693285
2/14/2003,Gerry,-6745317
5/12/2006,Wah-Wah,-6765250
6/13/2003,The Heart of Me,-6803933
3/26/2010,Ca$h,-6953512
1/30/2015,Trudno byt bogom,-6968557
1/21/2000,The Boondock Saints,-6969529
7/23/2013,Twixt,-7000000
12/11/2007,High School Musical 2,-7000000
12/12/2008,The Kings of Appletown,-7000000
3/11/2008,Stargate - The Ark of Truth,-7000000
1/28/2014,Snezhnaya koroleva,-7000000
12/31/2015,Criminal Activities,-7000000
8/18/2015,Z Storm,-7000000
9/1/2015,Alpha & Omega: The Legend of the Saw Tooth Cave,-7000000
6/28/1985,Pale Rider,34510568
9/21/2012,House at the End of the Street,24711916
9/24/1993,Dazed and Confused,1050889
12/31/2016,Two Lovers and a Bear,-6840000
4/22/2011,Incendies,57096
8/11/2000,Aimée & Jaguar,-5872893
8/5/2005,The Chumscrubber,-6750474
4/9/2004,Shade,-6774968
9/10/2010,Bran Nue Dae,-6636432
9/3/2004,Remember Me My Love,-6476122
5/21/2010,Perrier's Bounty,-6599172
9/19/2008,Tropa de Elite,-6529146
10/3/2014,Annabelle,77773813
2/1/2008,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,58781781
7/12/1991,Boyz n the Hood,49690094
7/24/1987,La Bamba,46178820
5/22/1981,The Four Seasons,35988161
1/1/1980,Dressed to Kill,25399000
4/2/1993,The Adventures of Huck Finn,17603594
4/9/1999,Go!,10342303
4/7/2006,Friends with Money,6868437
1/1/1971,The Andromeda Strain,5876563
10/22/1999,Bats,3655691
3/7/2003,Nowhere in Africa,-326515
12/2/2011,Shame,-2497707
5/13/2005,Layer Cake,-4161305
10/21/2005,The Work and the Glory: American Zion,-4475146
11/13/2009,The Messenger,-5390340
7/23/2004,A Home at the End of the World,-5470983
8/17/2001,Aberdeen,-6435852
12/31/2011,Tracker,-6500000
